,avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate
2611,77.0,33,195.5,457.7,44119,15050,18.9,0.0,"(42724.4, 45201]",37.1,33.7,42.2,"Union County, Kentucky",2.43,47.9,29.8,43.5,24.4,2.3,40.2,6.1,49.7,7.8,60.9,46.4,41.7,38.7,22.5,84.56202933,12.94094332,0.158541419,0.039635355,50.4494786,4.645550528
2613,66.0,27,180.2,463.0,39983,12063,19.7,0.0,"(37413.8, 40362.7]",41.5,39.1,42.5,"Washington County, Kentucky",2.56,52.6,14.8,29.2,53.4,2.6,41.6,6.8,57.3,6.1,68.7,53.0,46.1,33.9,16.6,89.47942905,5.91099916,0.193115029,1.964735516,53.83759733,5.399151562
2614,128.0,55,202.2,480.4,30619,20464,26.2,0.0,"[22640, 34218.1]",42.0,41.2,44.1,"Wayne County, Kentucky",2.57,48.7,16.6,40.3,40.8,2.3,37.0,4.4,39.9,12.6,50.2,34.4,29.8,51.9,30.3,94.66957153,2.231905108,0.029048656,1.534737352,48.37691045,6.951992754
2619,323.0,151,230.5,492.7,40269,62577,22.0,0.0,"(37413.8, 40362.7]",35.7,34.7,37.2,"Acadia Parish, Louisiana",2.7,47.3,24.6,35.9,36.6,2.9,39.2,7.6,52.0,10.1,56.5,44.6,38.9,37.4,23.1,78.97302254,17.43480849,0.19464955,1.000595209,47.0950042,6.938635585
2624,178.0,75,198.3,463.7,43918,36462,18.9,0.0,"(42724.4, 45201]",37.5,35.9,39.3,"Beauregard Parish, Louisiana",2.69,55.0,29.6,46.1,19.2,5.1,42.7,10.7,50.5,5.7,59.6,44.4,35.0,35.9,19.8,82.13133291,13.17466008,0.612261783,0.554345128,55.69495134,3.558718861
2631,494.0,181,156.9,409.8,68067,144052,9.5,0.0,"(61494.5, 125635]",36.6,35.4,37.6,"Columbia County, Georgia",2.98,57.0,13.9,36.1,40.8,9.2,23.8,21.6,58.1,7.1,78.8,62.7,49.9,22.3,9.6,75.47942792,16.60964436,4.024110892,1.060908637,62.82316215,5.223686116
2633,555.0,199,169.3,453.6,60809,138427,12.5,202.272678,"(54545.6, 61494.5]",37.6,36.9,38.4,"Coweta County, Georgia",2.73,57.8,15.2,37.6,39.5,7.8,31.6,18.0,60.7,7.0,73.5,60.8,54.6,25.4,13.1,77.26584518,17.8929064,1.70369371,0.943664928,58.15650819,6.63071161
2634,71.0,28,197.9,468.9,43111,12388,19.9,0.0,"(42724.4, 45201]",43.5,42.6,44.5,"Crawford County, Georgia",2.72,48.8,25.8,21.6,45.1,7.5,35.6,8.4,48.0,11.0,57.5,45.6,40.4,38.3,23.4,73.80173858,22.93643831,0.901188293,0.047850706,51.98325253,2.190865206
2637,124.0,45,179.0,473.3,57491,23312,11.8,0.0,"(54545.6, 61494.5]",41.5,41.2,42.1,"Dawson County, Georgia",2.74,57.1,22.5,20.1,54.1,3.3,29.0,19.6,53.3,8.5,67.7,54.2,47.5,30.3,15.4,94.98081418,0.555727076,0.50721122,1.658360164,59.5762815,6.774789571
2645,19.0,5,126.4,538.1,34444,4040,27.1,0.0,"(34218.1, 37413.8]",35.4,37.2,33.9,"Echols County, Georgia",2.86,52.1,26.4,33.2,37.9,2.5,36.2,6.5,53.7,10.1,40.2,31.4,28.3,35.9,24.9,83.64624506,2.0256917,0.0,10.62252964,53.31920904,1.424501425
2646,230.0,87,201.7,492.0,61195,57106,11.0,35.02258957,"(54545.6, 61494.5]",36.1,34.9,37.2,"Effingham County, Georgia",2.95,55.1,16.3,42.0,40.0,1.7,38.2,11.5,61.1,6.0,70.2,59.0,52.3,23.5,13.0,82.76404906,13.54933187,0.970162914,0.571114772,60.07486979,5.321944809
2649,54.0,24,194.4,444.5,33293,10787,26.6,0.0,"[22640, 34218.1]",35.3,35.5,35.1,"Evans County, Georgia",0.026,47.6,15.2,33.7,48.8,2.3,37.9,10.3,48.6,10.3,52.1,38.5,34.3,41.8,27.5,58.39652303,30.16460144,0.841501757,10.15350472,45.90657961,7.363601679
2653,100.0,43,202.2,491.6,34553,13886,20.6,0.0,"(34218.1, 37413.8]",43.7,42.7,44.3,"Lamar County, Alabama",2.27,61.6,26.7,32.0,38.8,2.5,37.1,6.8,47.0,10.2,59.0,39.9,34.6,45.3,23.1,87.38413642,11.07337437,0.021226916,0.629731833,55.5392636,7.489134069
2655,81.0,36,174.0,388.5,36642,18454,24.9,0.0,"(34218.1, 37413.8]",38.6,37.6,39.8,"Appling County, Georgia",2.63,50.1,26.5,48.0,24.4,1.2,42.8,8.2,49.5,7.9,49.6,38.1,33.3,39.7,26.4,76.67372536,18.89015583,0.83618396,1.992724114,50.80739871,6.281957633
2656,32.0,15,213.5,403.2,31740,8398,26.5,0.0,"[22640, 34218.1]",34.9,34.8,34.9,"Atkinson County, Georgia",2.98,49.8,42.0,21.7,36.3,0.0,39.2,5.2,54.9,7.3,40.5,32.9,28.6,36.7,24.8,66.8073306,17.2293224,0.0,13.41933928,48.44877345,5.448065173
2660,85.0,26,138.7,433.0,46018,18495,16.9,0.0,"(45201, 48021.6]",40.4,40.3,40.5,"Banks County, Georgia",2.8,57.1,15.2,46.9,36.3,1.6,45.5,7.2,53.8,8.5,61.1,47.2,42.0,33.4,18.2,93.41732112,2.683246073,1.27617801,0.687172775,58.96535938,4.162724693
2664,94.0,40,180.7,426.9,35078,18963,26.7,0.0,"(34218.1, 37413.8]",39.0,37.1,41.4,"Berrien County, Georgia",2.71,51.1,26.1,41.4,28.9,3.6,38.0,7.2,43.0,13.8,49.2,34.6,27.0,37.8,22.0,84.13691572,11.43067459,0.741363899,1.077869499,49.42512216,5.015887426
2666,58.0,25,162.6,393.3,40454,12243,23.2,0.0,"(40362.7, 42724.4]",37.3,35.8,38.9,"Bleckley County, Georgia",2.71,41.1,5.4,37.1,56.0,1.6,44.8,9.7,42.9,4.8,64.4,48.2,45.7,37.7,19.3,69.97489408,26.21999059,0.635493488,1.663266907,49.89059081,3.671437461
2667,80.0,41,210.8,411.4,36865,18455,21.7,0.0,"(34218.1, 37413.8]",39.0,37.7,39.6,"Brantley County, Georgia",2.79,53.0,22.8,37.6,37.0,2.7,45.6,4.7,47.5,10.9,43.9,32.8,28.5,39.4,25.8,94.51549967,3.186646434,1.110990679,0.075872534,55.37152408,4.942780618
2668,95.0,32,159.3,469.0,32903,15658,28.8,0.0,"[22640, 34218.1]",496.8,38.9,44.8,"Brooks County, Georgia",2.37,46.9,28.4,35.9,34.7,1.0,38.0,9.0,45.4,17.0,48.4,33.7,28.2,42.8,25.6,59.15456929,35.16019697,0.511607086,3.696361195,43.59130303,4.200664853
2669,135.0,54,208.9,490.5,66556,35137,11.9,0.0,"(61494.5, 125635]",35.1,34.3,35.9,"Bryan County, Georgia",2.89,57.8,19.9,38.7,39.0,2.5,27.6,20.4,57.9,9.0,70.8,54.6,39.7,26.0,14.6,78.30533016,15.23030979,2.192995686,0.696811559,59.58395245,4.93857195
2673,33.0,12,162.8,488.6,30760,6479,38.5,0.0,"[22640, 34218.1]",38.2,36.5,41.3,"Calhoun County, Georgia",2.13,33.6,36.1,46.1,17.8,0.0,38.6,6.0,37.1,7.7,45.2,34.4,30.9,42.4,25.4,33.94976113,61.2883341,0.585606411,3.25165665,35.62091503,7.258753202
2689,1549.0,578,164.7,437.1,58833,353089,14.2,135.9430625,"(54545.6, 61494.5]",37.8,36.4,39.3,"Madison County, Alabama",2.46,49.8,12.8,30.0,46.8,10.4,21.3,24.7,59.0,8.5,74.3,57.4,50.0,27.3,12.4,68.92979408,24.08425173,2.488757007,0.845461526,48.18933417,5.111191026
2691,191.0,81,189.8,460.0,37707,30168,20.2,0.0,"(37413.8, 40362.7]",44.1,42.9,44.7,"Marion County, Alabama",2.34,57.6,29.2,29.3,38.3,3.2,34.5,7.4,46.8,9.9,64.9,45.7,39.5,40.2,19.7,93.6189818,3.850330734,0.283015763,0.0691085,54.04278748,4.196551198
2707,248.0,111,200.5,454.4,36779,40844,21.3,24.48340025,"(34218.1, 37413.8]",42.8,42.4,43.3,"Tallapoosa County, Alabama",2.48,50.2,21.7,32.6,43.0,2.8,34.4,11.3,47.8,9.0,61.1,43.5,36.8,43.2,23.5,70.29378174,27.71122397,0.036449348,0.826185211,49.64161,5.462418119
2719,13.0,4,126.3,413.3,67260,2534,9.8,0.0,"(61494.5, 125635]",45.5,45.6,45.3,"Haines Borough, Alaska",2.12,55.3,0.5,72.5,25.6,1.4,27.7,24.0,66.8,3.0,60.4,47.6,39.4,24.4,9.3,80.546875,0.0390625,3.0078125,0.5078125,47.78911565,5.37428023
2721,266.0,96,168.1,441.4,62532,58059,11.5,0.0,"(61494.5, 125635]",40.5,40.0,41.1,"Kenai Peninsula Borough, Alaska",2.57,51.0,20.9,41.1,34.3,3.6,33.1,14.5,56.3,9.4,60.7,46.8,42.2,29.2,14.5,84.08626204,0.634382482,1.279250625,0.559235246,51.02164301,5.680094387
2722,63.0,25,205.0,477.3,57776,13709,12.4,0.0,"(54545.6, 61494.5]",38.7,37.9,39.4,"Ketchikan Gateway Borough, Alaska",2.55,48.1,19.7,45.7,30.7,3.8,32.8,15.7,61.2,7.9,64.7,49.9,43.7,28.3,14.4,67.74217096,0.423388569,7.307102708,0.656982261,46.66793241,4.936667749
2732,27.0,11,206.6,475.1,36708,5533,25.7,0.0,"(34218.1, 37413.8]",35.0,35.4,34.0,"Yukon-Koyukuk Census Area, Alaska",2.81,37.8,26.6,53.8,19.7,0.0,40.1,7.4,49.2,18.2,32.0,25.1,23.8,36.6,25.4,23.24592488,0.301204819,0.460666194,0.212615167,36.37739657,6.744604317
2733,186.0,95,142.1,269.9,32366,71474,33.1,307.8042365,"[22640, 34218.1]",33.4,32.3,34.4,"Apache County, Arizona",3.67,34.8,25.8,39.1,34.0,1.1,33.4,6.9,34.5,18.2,31.5,24.7,22.4,50.8,38.8,23.2405302,0.612833453,0.427042316,1.056513782,40.00103778,6.518302323
2737,137.0,60,174.0,395.7,46046,37666,20.0,0.0,"(45201, 48021.6]",32.0,32.5,31.7,"Graham County, Arizona",3.02,45.7,20.8,30.0,47.6,1.6,32.9,8.1,42.4,14.1,55.7,42.9,38.7,41.9,28.4,77.04440345,2.090517818,0.644264442,3.980538402,52.38616662,9.188988095
2738,158.0,69,191.2,432.6,38013,25859,18.6,0.0,"(37413.8, 40362.7]",45.4,44.6,46.2,"Cherokee County, Alabama",2.28,62.1,15.8,38.3,40.3,5.5,36.4,7.9,47.8,7.9,66.3,45.6,39.9,43.3,20.3,92.9214088,4.925407567,0.338357428,0.065364503,57.17325767,4.687789513
2739,32.0,14,161.2,364.5,59416,9529,10.3,0.0,"(54545.6, 61494.5]",33.0,32.5,34.0,"Greenlee County, Arizona",2.78,49.6,26.6,30.8,41.2,1.4,37.5,8.2,49.7,10.0,69.6,54.5,52.0,29.5,14.7,89.36052311,1.540507592,0.443311537,3.479995567,48.6797142,7.95730228
2740,129.0,54,126.1,332.0,32533,20152,22.8,0.0,"[22640, 34218.1]",54.8,54.8,54.9,"La Paz County, Arizona",2.14,54.1,26.3,40.4,33.3,0.0,36.6,6.4,37.0,11.2,50.3,23.7,20.9,62.2,31.3,73.92672732,0.196705188,0.82616179,8.984509466,46.56700481,4.686489981
2746,149.0,68,132.8,296.2,37465,46461,23.6,0.0,"(37413.8, 40362.7]",36.5,33.5,38.9,"Santa Cruz County, Arizona",3.04,53.1,25.2,27.5,41.4,5.9,25.3,14.6,49.1,11.3,49.5,32.7,28.0,44.6,27.9,79.75484885,0.350519406,0.989951777,17.06498417,53.67536949,6.643259725
2750,101.0,49,205.4,422.5,33644,20049,23.8,0.0,"[22640, 34218.1]",39.7,37.6,42.3,"Hampton County, South Carolina",2.53,42.7,24.4,39.9,31.8,4.0,41.8,6.7,47.3,11.0,53.1,39.8,35.1,44.1,29.4,42.51941582,53.84164509,0.112343086,2.29570654,42.20451527,4.650635209
2759,177.0,77,193.6,445.3,32283,31747,30.1,0.0,"[22640, 34218.1]",39.5,38.1,41.8,"Marion County, South Carolina",2.67,39.7,20.5,45.0,29.8,4.7,39.1,10.7,46.9,13.9,47.1,36.0,31.2,46.2,31.1,40.6969876,55.94864302,0.662169304,0.817608108,39.11189162,8.279819647
2761,198.0,89,185.1,426.3,42000,38012,19.4,0.0,"(40362.7, 42724.4]",40.9,39.5,42.5,"Newberry County, South Carolina",2.55,45.6,18.6,32.1,43.0,6.4,34.9,10.7,51.9,10.2,63.4,47.5,42.1,39.3,21.5,61.70867604,30.00530645,0.644733351,5.444414964,46.41282285,5.557586837
2764,609.0,216,165.3,470.4,41375,121691,19.5,295.8312447,"(40362.7, 42724.4]",35.4,33.5,37.9,"Pickens County, South Carolina",2.53,46.9,8.3,17.8,66.8,7.1,32.0,13.1,51.3,9.2,67.6,54.8,47.6,31.1,17.4,88.66671107,6.672271986,1.665778695,0.965668809,50.25982171,4.192927752
2766,94.0,40,160.1,383.0,42286,20053,20.6,0.0,"(40362.7, 42724.4]",41.2,38.5,43.6,"Saluda County, South Carolina",2.78,47.5,25.3,39.4,30.8,4.4,39.2,8.8,50.6,9.0,54.7,39.5,33.6,38.6,22.1,62.335,26.23,0.0,10.11,49.82292109,3.467781604
2771,1030.0,421,185.8,448.5,54196,251195,14.6,47.77165151,"(51046.4, 54545.6]",37.9,37.2,38.7,"York County, South Carolina",2.61,53.6,13.6,28.4,49.2,8.8,27.8,20.0,60.3,8.9,71.0,58.9,53.1,27.6,15.2,75.17619421,18.92983888,1.704043719,1.238774388,53.35134297,5.197966517
2791,29.0,11,162.6,459.6,57148,3999,10.5,0.0,"(54545.6, 61494.5]",46.1,46.6,46.0,"Edmunds County, South Dakota",2.3,58.8,25.4,36.4,35.3,2.8,33.9,15.6,64.5,1.8,81.2,65.3,50.8,26.6,10.9,97.21254355,0.12444002,0.398208064,0.522648084,59.58385876,4.337050805
2792,61.0,25,187.8,515.1,42007,6867,17.0,0.0,"(40362.7, 42724.4]",52.4,51.5,53.4,"Fall River County, South Dakota",2.14,52.3,22.4,35.1,39.1,3.4,31.0,16.5,51.2,4.1,67.4,44.2,36.6,42.9,17.6,87.05473501,1.12945265,0.79640892,1.419055893,46.80919987,6.16375345
2795,37.0,13,169.4,521.9,36836,4201,18.3,0.0,"(34218.1, 37413.8]",47.5,44.9,49.6,"Gregory County, South Dakota",2.12,57.3,11.6,33.5,44.6,10.3,38.6,13.6,59.7,2.1,66.0,45.5,30.2,43.2,20.0,88.57075248,0.118315192,1.13582584,0.14197823,47.15736041,10.70422535
2805,65.0,26,155.3,439.7,53175,12622,9.5,79.22674695,"(51046.4, 54545.6]",41.9,40.3,44.2,"Lake County, South Dakota",2.38,55.2,11.0,13.4,70.7,4.9,32.0,24.0,65.5,4.4,78.6,60.7,48.9,28.0,12.4,95.87953003,0.620552706,1.07562469,0.297865299,55.73047859,4.12979351
2808,20.0,6,136.6,468.1,40639,3876,24.9,0.0,"(40362.7, 42724.4]",35.5,34.4,36.8,"Lyman County, South Dakota",2.74,46.9,32.0,32.0,28.8,7.3,36.5,13.4,60.1,7.4,55.0,43.4,32.5,34.7,20.7,57.72739119,0.0,0.99035705,0.0,46.05451937,5.548037889
2818,20.0,11,209.6,426.4,39936,3019,15.2,0.0,"(37413.8, 40362.7]",49.9,50.5,49.3,"Perkins County, South Dakota",2.21,59.7,18.5,34.8,38.5,8.1,37.6,13.4,61.5,4.5,72.1,52.9,33.1,33.9,13.0,96.71251258,0.10063737,0.0,0.16772895,54.28790199,10.27131783
2823,21.0,6,159.7,542.1,67172,2954,8.8,0.0,"(61494.5, 125635]",40.1,38.1,42.9,"Stanley County, South Dakota",2.34,60.1,9.0,63.5,27.5,0.0,34.7,15.5,72.4,1.4,74.6,59.4,47.7,29.3,14.2,89.33153275,0.0,0.0,0.0,53.62776025,10.5345912
2826,34.0,15,162.1,410.9,40545,5434,19.9,0.0,"(40362.7, 42724.4]",46.4,43.3,47.7,"Tripp County, South Dakota",2.08,55.1,12.9,52.2,17.7,17.2,34.7,17.5,65.4,2.1,63.7,46.5,28.5,37.9,20.7,82.0494186,0.090843023,0.454215116,0.0,45.48274525,6.67996012
2833,127.0,58,238.4,533.9,34382,16129,21.4,1922.003844,"(34218.1, 37413.8]",46.1,45.1,47.3,"Benton County, Tennessee",2.37,52.1,14.5,55.3,29.1,1.1,46.1,6.2,43.3,14.3,54.5,37.6,29.5,45.7,25.8,95.2155464,3.462271693,0.52272308,0.104544616,49.10109048,5.264732276
2839,181.0,81,207.8,475.2,36627,27910,20.8,0.0,"(34218.1, 37413.8]",42.6,40.6,44.4,"Carroll County, Tennessee",2.45,50.4,9.6,34.5,49.1,6.8,41.4,8.7,46.5,11.5,60.1,42.2,36.0,44.0,25.1,86.68923923,10.37985398,0.225725673,0.610164709,49.5254298,4.483306836
2846,301.0,128,194.0,472.8,45235,54277,16.8,0.0,"(45201, 48021.6]",39.7,38.5,40.8,"Coffee County, Tennessee",2.49,53.8,16.2,46.2,32.9,4.7,39.2,11.7,51.8,8.8,62.1,46.3,39.3,39.1,21.2,90.79853315,1.923364766,0.972908247,1.972010178,51.38875768,4.540620142
2847,77.0,34,184.3,430.1,37853,14601,19.0,0.0,"(37413.8, 40362.7]",39.7,39.1,40.4,"Crockett County, Tennessee",2.64,49.9,16.4,49.3,28.4,5.9,40.4,9.0,50.8,7.4,56.4,42.9,35.7,39.5,22.9,80.46575342,13.14383562,0.116438356,4.061643836,48.5237484,4.708383961
2849,208.0,77,180.1,506.6,52578,34371,11.8,1862.034855,"(51046.4, 54545.6]",38.9,36.7,41.0,"Effingham County, Illinois",2.54,54.1,14.3,31.3,41.4,13.0,36.4,14.7,64.1,5.4,73.4,56.0,47.0,34.4,17.4,97.78049633,0.340789934,0.544681347,0.562157754,54.01350338,4.731034483
2865,259.0,99,196.0,525.6,43073,38353,19.5,1303.678982,"(42724.4, 45201]",40.7,39.2,42.8,"Jefferson County, Illinois",2.39,50.1,16.3,29.4,51.8,2.5,32.8,10.2,53.3,9.2,63.8,47.3,41.8,42.0,23.1,87.85836487,7.950127015,1.052413293,0.292913059,49.15232048,5.121798876
2869,2075.0,706,156.6,446.2,72131,530847,10.7,50.86211281,"(61494.5, 125635]",35.9,35.0,36.8,"Kane County, Illinois",3.01,54.3,18.4,31.2,42.1,8.3,23.5,20.4,64.3,7.6,68.4,58.7,53.5,28.2,18.3,72.70493021,5.545204101,3.694516524,15.53194408,58.70105926,5.683202717
2873,3142.0,1046,160.0,463.3,78001,703910,9.5,147.7461607,"(61494.5, 125635]",37.6,35.9,39.1,"Lake County, Illinois",2.83,55.0,12.8,33.6,41.5,12.1,21.3,25.6,62.4,7.9,73.8,63.0,55.4,25.3,15.0,80.47696821,6.953355963,6.783487789,2.967144593,58.96067254,5.156824131
2874,742.0,291,191.3,519.9,51205,111333,13.6,2065.874449,"(51046.4, 54545.6]",41.6,40.3,43.2,"LaSalle County, Illinois",2.48,50.3,14.7,35.4,44.4,5.6,37.5,10.9,56.9,9.8,69.5,53.3,48.0,35.8,19.4,94.09570169,2.460494408,0.674193233,1.118325798,49.73780571,4.843425569
2881,732.0,260,168.5,472.1,60460,173166,14.3,1253.132832,"(54545.6, 61494.5]",32.7,32.2,33.2,"McLean County, Illinois",2.53,47.6,5.8,15.4,69.3,9.6,25.7,30.1,65.3,5.5,80.4,65.6,57.8,24.3,12.6,83.96028051,8.002241298,4.6997932,0.975080005,49.15220518,4.528860796
2883,310.0,122,185.1,495.6,48544,46045,12.9,65.15365403,"(48021.6, 51046.4]",42.6,41.3,44.0,"Macoupin County, Illinois",2.42,54.6,14.9,30.1,48.2,6.9,37.3,12.2,55.7,9.6,70.7,52.4,46.2,38.0,18.7,97.18000171,0.685253181,0.429083767,0.121680471,53.28205669,5.090116855
2895,281.0,112,168.0,433.2,57126,51659,11.4,0.0,"(54545.6, 61494.5]",498.0,40.1,43.1,"Ogle County, Illinois",2.5,55.0,12.3,31.5,48.1,8.1,33.7,12.9,60.0,8.0,75.0,59.2,52.6,31.3,15.5,95.083688,1.131744184,0.345439624,1.633681318,53.98678308,5.772258177
2899,104.0,43,176.0,458.2,39005,15989,15.2,0.0,"(37413.8, 40362.7]",42.6,40.9,44.5,"Pike County, Illinois",2.34,56.2,18.6,47.8,29.2,4.4,43.0,11.5,55.6,5.6,63.9,47.8,39.7,40.5,22.5,96.74801784,1.226461843,0.371655104,0.086719524,53.12265988,5.732087227
2908,1177.0,436,185.5,515.2,55371,198712,15.3,714.6020371,"(54545.6, 61494.5]",39.7,38.0,40.9,"Sangamon County, Illinois",2.35,47.7,15.0,25.3,45.1,14.6,28.1,20.9,60.8,7.9,72.3,55.8,50.8,34.7,18.6,82.70490815,12.35830285,1.781263818,0.755215661,44.21547928,4.889917894
2923,2947.0,1007,176.4,490.7,75176,687263,8.1,97.48815228,"(61494.5, 125635]",36.6,35.7,37.5,"Will County, Illinois",3.02,54.7,13.0,33.8,42.3,10.9,27.0,21.2,64.0,7.8,77.6,67.1,61.8,23.2,13.3,74.80624858,11.08706935,5.003252948,6.280455266,60.70604543,5.115003933
2925,1551.0,658,191.5,466.6,47708,287078,16.9,198.5523098,"(45201, 48021.6]",39.2,38.1,40.3,"Winnebago County, Illinois",0.0251,48.2,18.6,34.6,38.8,8.0,33.3,14.0,57.4,11.5,64.4,49.8,45.6,38.4,22.9,78.77316752,12.53344076,2.486924965,3.091182658,46.52714376,5.573940788
2933,91.0,40,190.7,426.9,52582,14977,12.9,0.0,"(51046.4, 54545.6]",48.3,47.0,49.5,"Brown County, Indiana",2.44,54.9,25.0,29.6,34.6,10.8,37.9,11.1,56.8,6.2,66.7,48.9,43.8,36.0,16.6,97.25534608,0.326427287,0.339750849,0.026647125,54.4216571,3.156748911
2936,569.0,232,189.8,466.8,52050,115371,10.6,147.3507207,"(51046.4, 54545.6]",38.7,37.3,39.8,"Clark County, Indiana",2.59,48.1,19.8,33.8,41.2,5.2,34.0,14.2,61.0,6.8,70.9,57.1,51.9,28.8,13.9,88.27188309,7.006476352,0.880006361,1.145952059,48.15004421,5.662131013
2943,213.0,87,185.8,464.7,51911,42589,10.1,0.0,"(51046.4, 54545.6]",38.6,38.0,39.4,"DeKalb County, Indiana",2.58,52.6,17.7,41.2,31.2,9.9,40.6,11.4,59.3,7.5,68.5,54.4,50.1,30.4,15.4,96.90452072,0.259134491,0.452307475,0.530047822,52.53893026,3.309741882
2946,891.0,350,170.1,442.7,50192,203474,13.9,575.0120409,"(48021.6, 51046.4]",35.2,34.1,36.0,"Elkhart County, Indiana",2.8,52.2,27.3,36.1,33.3,3.3,36.9,12.3,60.5,7.4,59.8,48.6,44.0,30.8,19.1,86.21969754,5.785185739,1.073822159,4.036176097,53.14527463,7.223841918
2947,138.0,70,222.5,439.1,40122,23434,16.4,0.0,"(37413.8, 40362.7]",42.2,40.4,44.2,"Fayette County, Indiana",2.5,49.0,31.0,39.3,26.1,3.6,42.8,6.7,48.7,12.1,57.2,43.5,39.4,39.6,22.5,96.26046355,2.002271484,0.319690405,0.668825979,47.99700086,2.64006449
2949,544.0,201,167.8,488.1,55320,97125,11.5,20.59202059,"(54545.6, 61494.5]",38.8,37.1,40.6,"Dubuque County, Iowa",2.41,53.2,7.0,23.2,59.1,10.7,35.4,18.8,65.7,4.3,80.3,60.0,52.6,29.3,12.4,93.62083707,1.94148437,1.327341355,0.218964403,52.52962445,5.831840933
2950,61.0,25,160.2,426.9,47342,9769,11.3,0.0,"(45201, 48021.6]",41.5,40.0,42.7,"Emmet County, Iowa",2.23,53.1,20.8,21.7,54.3,3.2,34.6,12.1,61.9,4.6,69.2,53.7,44.1,34.3,16.8,96.55137642,1.502470505,0.171422809,0.383180397,50.37394451,4.356151269
2951,138.0,50,151.3,467.8,45522,20257,14.4,0.0,"(45201, 48021.6]",43.1,40.7,45.1,"Fayette County, Iowa",2.31,52.7,9.6,31.6,51.3,7.6,39.5,12.6,60.3,5.1,68.2,50.0,40.5,39.6,20.1,96.119287,1.083102628,0.762543106,0.189421536,50.91164095,7.378451014
2953,72.0,27,165.3,488.4,51045,10295,12.1,97.13453133,"(48021.6, 51046.4]",42.8,41.2,44.8,"Franklin County, Iowa",2.42,57.6,17.9,39.6,35.3,7.2,38.1,11.8,60.0,4.2,72.7,53.3,41.1,37.5,17.5,92.09648203,1.067785299,0.228811135,5.291257508,55.65993424,2.411347518
2955,70.0,28,186.9,506.1,49125,9027,13.2,2658.690595,"(48021.6, 51046.4]",45.1,43.1,47.3,"Greene County, Iowa",2.3,61.0,18.8,34.6,36.6,10.0,35.7,14.1,61.0,5.6,75.1,54.7,44.9,38.7,17.6,97.90712884,0.054501853,0.436014825,0.0,55.33486122,9.971346705
2959,78.0,30,171.3,492.1,57682,10974,8.4,0.0,"(54545.6, 61494.5]",44.0,43.1,45.7,"Hancock County, Iowa",2.33,60.3,17.0,29.7,42.9,10.4,36.4,13.2,63.7,1.5,79.4,60.4,48.7,33.2,13.9,97.08799135,0.64911648,0.306527227,0.4056978,56.73015194,6.274509804
2962,122.0,49,183.1,484.9,50347,19950,13.3,0.0,"(48021.6, 51046.4]",40.7,38.9,42.5,"Henry County, Iowa",2.43,52.1,21.0,26.6,45.0,7.3,37.3,14.6,56.1,5.1,71.8,53.0,45.9,38.1,18.2,91.98705179,2.380478088,2.176294821,1.190239044,52.72202545,5.797101449
2963,60.0,24,165.8,465.5,49837,9410,12.1,0.0,"(48021.6, 51046.4]",42.2,41.7,42.5,"Howard County, Iowa",2.39,56.9,20.9,26.2,49.4,3.5,44.0,7.9,63.5,3.4,74.4,54.3,44.0,36.1,15.2,98.25152728,0.326522014,0.221192332,0.105329682,53.52986811,6.748466258
2968,221.0,91,181.7,466.2,52750,36827,11.2,27.15399028,"(51046.4, 54545.6]",42.2,40.1,44.7,"Jasper County, Iowa",2.41,54.0,16.3,37.8,38.6,7.3,39.7,14.5,58.3,5.4,76.1,57.3,51.2,34.0,14.8,96.16620378,1.475793716,0.57452486,0.138866198,54.27720441,6.996052811
2976,66.0,21,148.0,475.6,50924,11185,11.1,0.0,"(48021.6, 51046.4]",40.8,40.3,41.4,"Louisa County, Iowa",2.58,56.4,20.2,31.6,42.0,6.2,37.3,9.7,63.1,4.8,75.0,57.6,50.4,32.7,15.6,92.25445834,0.913849703,2.537485582,3.37148434,56.80816516,7.112970711
2981,191.0,76,176.6,471.0,57046,33294,11.1,0.0,"(54545.6, 61494.5]",39.2,38.1,40.1,"Marion County, Iowa",2.43,57.7,8.2,25.2,59.6,7.0,35.7,17.5,65.3,4.0,81.2,63.7,55.9,30.4,12.7,96.29150626,0.547401347,1.0466795,0.41807026,57.94421328,4.504381161
2982,239.0,99,180.9,467.0,50244,40746,13.0,908.0645953,"(48021.6, 51046.4]",38.9,37.5,40.8,"Marshall County, Iowa",2.6,55.3,24.7,30.4,39.0,5.9,32.9,13.9,60.9,6.3,70.8,52.3,47.5,37.4,19.1,84.40749963,1.730872516,2.888042576,8.949758313,55.07615872,7.694148618
